desc: I1 cache:         2048 B, 64 B, direct-mapped
desc: D1 cache:         2048 B, 64 B, direct-mapped
desc: LL cache:         8388608 B, 64 B, direct-mapped
cmd: ./slow 2304
events: Ir I1mr ILmr Dr D1mr DLmr Dw D1mw DLmw 
fl=/build/glibc-S9d2JN/glibc-2.27/string/../sysdeps/x86_64/multiarch/../strchr.S
fn=index
24 6 5 1 0 0 0 0 0 0
25 6 0 0 0 0 0 0 0 0
26 6 0 0 0 0 0 0 0 0
27 6 0 0 0 0 0 0 0 0
28 6 0 0 0 0 0 0 0 0
29 6 0 0 0 0 0 0 0 0
30 6 0 0 0 0 0 0 0 0
31 6 0 0 0 0 0 0 0 0
32 6 0 0 6 2 2 0 0 0
33 6 0 0 0 0 0 0 0 0
34 6 0 0 0 0 0 0 0 0
35 6 0 0 0 0 0 0 0 0
36 6 0 0 0 0 0 0 0 0
37 6 0 0 0 0 0 0 0 0
38 6 0 0 0 0 0 0 0 0
39 6 4 1 0 0 0 0 0 0
40 6 0 0 0 0 0 0 0 0
41 4 0 0 0 0 0 0 0 0
45 4 0 0 0 0 0 0 0 0
46 4 0 0 0 0 0 0 0 0
47 4 0 0 4 0 0 0 0 0
48 4 0 0 0 0 0 0 0 0
50 4 0 0 4 0 0 0 0 0
54 2 0 0 2 0 0 0 0 0
55 2 0 0 0 0 0 0 0 0
56 2 0 0 0 0 0 0 0 0
57 2 0 0 0 0 0 0 0 0
58 2 0 0 0 0 0 0 0 0
59 2 0 0 0 0 0 0 0 0
60 2 0 0 2 1 1 0 0 0
61 2 0 0 0 0 0 0 0 0
62 2 0 0 0 0 0 0 0 0
63 2 2 1 0 0 0 0 0 0
64 2 0 0 0 0 0 0 0 0
65 2 0 0 0 0 0 0 0 0
66 2 0 0 0 0 0 0 0 0
67 2 0 0 2 0 0 0 0 0
68 2 0 0 0 0 0 0 0 0
69 2 0 0 0 0 0 0 0 0
70 2 0 0 0 0 0 0 0 0
71 2 0 0 0 0 0 0 0 0
72 2 0 0 0 0 0 0 0 0
73 2 0 0 0 0 0 0 0 0
74 2 0 0 0 0 0 0 0 0
75 2 0 0 0 0 0 0 0 0
76 2 0 0 0 0 0 0 0 0
77 2 0 0 0 0 0 0 0 0
129 2 2 1 0 0 0 0 0 0
133 2 0 0 0 0 0 0 0 0
134 2 0 0 0 0 0 0 0 0
135 2 0 0 2 0 0 0 0 0
136 2 0 0 0 0 0 0 0 0
138 2 0 0 2 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/string/../sysdeps/x86_64/multiarch/../strlen.S
fn=strlen
79 14 9 1 0 0 0 0 0 0
80 14 0 0 0 0 0 0 0 0
81 14 0 0 0 0 0 0 0 0
82 14 0 0 0 0 0 0 0 0
83 14 0 0 0 0 0 0 0 0
84 14 0 0 0 0 0 0 0 0
85 14 0 0 0 0 0 0 0 0
87 14 8 1 0 0 0 0 0 0
89 14 0 0 0 0 0 0 0 0
120 14 0 0 14 4 3 0 0 0
121 14 0 0 0 0 0 0 0 0
122 14 0 0 0 0 0 0 0 0
123 14 0 0 0 0 0 0 0 0
124 14 0 0 0 0 0 0 0 0
125 8 0 0 0 0 0 0 0 0
127 8 0 0 8 0 0 0 0 0
131 6 0 0 0 0 0 0 0 0
132 6 0 0 6 0 0 0 0 0
133 6 0 0 6 0 0 0 0 0
134 6 0 0 6 0 0 0 0 0
135 6 0 0 0 0 0 0 0 0
136 6 0 0 0 0 0 0 0 0
137 6 0 0 0 0 0 0 0 0
138 6 0 0 0 0 0 0 0 0
139 6 4 1 0 0 0 0 0 0
140 6 0 0 0 0 0 0 0 0
141 6 0 0 0 0 0 0 0 0
142 6 0 0 0 0 0 0 0 0
147 48 0 0 6 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/string/../sysdeps/x86_64/multiarch/ifunc-avx2.h
fn=memchr
30 4 0 0 0 0 0 0 0 0
32 3 1 1 2 1 0 0 0 0
fn=memrchr
30 4 1 1 0 0 0 0 0 0
32 3 1 1 2 1 0 0 0 0
fn=rawmemchr
30 4 1 1 0 0 0 0 0 0
32 3 1 1 2 1 0 0 0 0
fn=rindex
30 4 0 0 0 0 0 0 0 0
32 3 2 1 2 1 0 0 0 0
fn=strchrnul
30 4 0 0 0 0 0 0 0 0
32 3 1 0 2 1 0 0 0 0
fn=strlen
30 4 0 0 0 0 0 0 0 0
32 3 1 1 2 2 0 0 0 0
fn=strnlen
30 8 2 1 0 0 0 0 0 0
32 6 2 1 4 2 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/string/../sysdeps/x86_64/multiarch/ifunc-memcmp.h
fn=bcmp
32 2 0 0 0 0 0 0 0 0
33 5 1 1 3 1 0 0 0 0
34 2 1 0 0 0 0 0 0 0
35 3 0 0 0 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/string/../sysdeps/x86_64/multiarch/ifunc-memmove.h
fn=memcpy@@GLIBC_2.14
44 5 1 1 2 1 0 0 0 0
47 2 0 0 0 0 0 0 0 0
48 2 1 1 0 0 0 0 0 0
59 2 0 0 0 0 0 0 0 0
61 5 1 1 2 0 0 0 0 0
fn=memmove
44 10 3 2 4 3 0 0 0 0
47 4 0 0 0 0 0 0 0 0
48 4 0 0 0 0 0 0 0 0
59 4 0 0 0 0 0 0 0 0
61 10 1 1 4 2 0 0 0 0
fn=mempcpy
44 5 1 1 2 1 0 0 0 0
47 2 0 0 0 0 0 0 0 0
48 2 1 1 0 0 0 0 0 0
59 2 0 0 0 0 0 0 0 0
61 5 1 1 2 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/string/../sysdeps/x86_64/multiarch/ifunc-memset.h
fn=memset
42 5 1 1 2 1 0 0 0 0
45 4 0 0 1 0 0 0 0 0
46 2 0 0 0 0 0 0 0 0
57 2 0 0 0 0 0 0 0 0
59 5 1 1 1 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/string/../sysdeps/x86_64/multiarch/ifunc-sse4_2.h
fn=strcspn
30 5 2 2 2 0 0 0 0 0
fn=strpbrk
30 5 1 0 2 1 0 0 0 0
fn=strspn
30 5 1 1 2 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/string/../sysdeps/x86_64/multiarch/ifunc-strcasecmp.h
fn=strcasecmp
32 5 1 1 2 1 0 0 0 0
fn=strcasecmp_l
32 5 2 1 2 1 0 0 0 0
fn=strncasecmp
32 5 1 0 2 1 0 0 0 0
fn=strncasecmp_l
32 5 1 1 2 1 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/string/../sysdeps/x86_64/multiarch/ifunc-unaligned-ssse3.h
fn=stpcpy
33 4 1 1 2 1 0 0 0 0
fn=stpncpy
33 4 1 1 2 1 0 0 0 0
fn=strcat
33 4 1 1 2 1 0 0 0 0
fn=strcpy
33 4 0 0 2 1 0 0 0 0
fn=strncpy
33 4 1 1 2 1 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/string/../sysdeps/x86_64/multiarch/memchr.c
fn=memchr
29 1 0 0 1 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/string/../sysdeps/x86_64/multiarch/memcmp.c
fn=bcmp
29 1 0 0 1 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/string/../sysdeps/x86_64/multiarch/memmove-vec-unaligned-erms.S
fn=__memcpy_avx_unaligned_erms
227 2 2 1 0 0 0 0 0 0
228 2 0 0 0 0 0 0 0 0
272 2 2 1 0 0 0 0 0 0
273 2 0 0 0 0 0 0 0 0
275 2 0 0 0 0 0 0 0 0
276 2 0 0 0 0 0 0 0 0
277 2 0 0 0 0 0 0 0 0
278 2 0 0 0 0 0 0 0 0
279 1 0 0 0 0 0 0 0 0
280 1 0 0 0 0 0 0 0 0
314 1 1 0 1 0 0 0 0 0
315 1 0 0 1 0 0 0 0 0
316 1 0 0 0 0 0 1 0 0
317 1 0 0 0 0 0 1 0 0
318 1 0 0 1 0 0 0 0 0
321 1 1 1 1 0 0 0 0 0
322 1 0 0 1 0 0 0 0 0
323 1 0 0 0 0 0 1 0 0
324 1 1 1 0 0 0 1 0 0
325 1 0 0 1 0 0 0 0 0
fn=__mempcpy_avx_unaligned_erms
208 2 1 1 0 0 0 0 0 0
209 2 0 0 0 0 0 0 0 0
210 2 0 0 0 0 0 0 0 0
fn=memcpy
129 14 8 1 0 0 0 0 0 0
135 40 0 0 0 0 0 0 0 0
136 40 0 0 0 0 0 0 0 0
137 12 0 0 0 0 0 0 0 0
138 12 0 0 0 0 0 0 0 0
143 8 3 0 8 4 0 0 0 0
144 8 0 0 8 0 0 0 0 0
145 8 0 0 0 0 0 8 3 3
146 8 0 0 0 0 0 8 0 0
151 8 0 0 8 0 0 0 0 0
275 28 6 1 0 0 0 0 0 0
276 28 0 0 0 0 0 0 0 0
277 9 0 0 0 0 0 0 0 0
278 9 0 0 0 0 0 0 0 0
279 4 0 0 0 0 0 0 0 0
280 4 0 0 0 0 0 0 0 0
281 2 0 0 0 0 0 0 0 0
282 1 0 0 1 0 0 0 0 0
283 1 0 0 0 0 0 1 1 1
285 2 0 0 2 0 0 0 0 0
307 19 0 0 19 10 0 0 0 0
308 19 0 0 19 0 0 0 0 0
309 19 0 0 0 0 0 19 10 2
310 19 0 0 0 0 0 19 0 0
311 19 0 0 19 0 0 0 0 0
314 5 0 0 5 2 0 0 0 0
315 5 0 0 5 0 0 0 0 0
316 5 1 0 0 0 0 5 0 0
317 5 0 0 0 0 0 5 0 0
318 5 0 0 5 0 0 0 0 0
321 2 1 1 2 2 1 0 0 0
322 2 0 0 2 0 0 0 0 0
323 2 0 0 0 0 0 2 1 1
324 2 0 0 0 0 0 2 0 0
325 2 0 0 2 2 0 0 0 0
335 4 4 0 0 0 0 0 0 0
336 4 0 0 0 0 0 0 0 0
337 4 0 0 0 0 0 0 0 0
338 4 0 0 0 0 0 0 0 0
360 4 3 1 4 0 0 0 0 0
361 4 0 0 4 0 0 0 0 0
362 4 0 0 4 0 0 0 0 0
363 4 0 0 4 0 0 0 0 0
364 4 0 0 0 0 0 4 3 2
365 4 3 1 0 0 0 4 0 0
366 4 0 0 0 0 0 4 2 2
367 4 0 0 0 0 0 4 0 0
369 4 0 0 4 0 0 0 0 0
fn=mempcpy
116 26 3 0 0 0 0 0 0 0
117 26 0 0 0 0 0 0 0 0
118 26 0 0 0 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/string/../sysdeps/x86_64/multiarch/memrchr.c
fn=memrchr
29 1 0 0 1 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/string/../sysdeps/x86_64/multiarch/memset-vec-unaligned-erms.S
fn=memset
109 50 5 1 0 0 0 0 0 0
115 10 0 0 0 0 0 0 0 0
116 10 0 0 0 0 0 0 0 0
117 6 0 0 0 0 0 0 0 0
118 6 0 0 0 0 0 0 0 0
120 4 0 0 0 0 0 4 2 2
121 4 0 0 0 0 0 4 0 0
123 4 0 0 4 0 0 0 0 0
182 2 2 1 0 0 0 0 0 0
183 2 0 0 0 0 0 0 0 0
193 2 0 0 0 0 0 0 0 0
194 2 0 0 0 0 0 2 2 2
195 2 0 0 0 0 0 0 0 0
196 2 0 0 0 0 0 2 2 2
197 2 0 0 0 0 0 2 0 0
198 2 0 0 0 0 0 2 0 0
199 2 0 0 0 0 0 2 1 1
200 2 2 0 0 0 0 2 0 0
201 2 0 0 0 0 0 2 0 0
202 2 0 0 0 0 0 2 0 0
203 2 0 0 0 0 0 0 0 0
204 2 0 0 0 0 0 0 0 0
205 2 0 0 0 0 0 0 0 0
206 2 0 0 0 0 0 0 0 0
208 31 0 0 0 0 0 31 28 28
209 31 0 0 0 0 0 31 0 0
210 31 0 0 0 0 0 31 0 0
211 31 0 0 0 0 0 31 0 0
212 31 0 0 0 0 0 0 0 0
213 31 0 0 0 0 0 0 0 0
214 31 0 0 0 0 0 0 0 0
215 2 0 0 2 1 0 0 0 0
230 4 2 1 0 0 0 0 0 0
231 4 0 0 0 0 0 0 0 0
232 4 2 1 0 0 0 0 0 0
233 3 0 0 0 0 0 0 0 0
234 3 0 0 0 0 0 0 0 0
235 1 0 0 0 0 0 0 0 0
236 1 0 0 0 0 0 0 0 0
260 1 0 0 0 0 0 1 1 1
261 1 0 0 0 0 0 1 0 0
263 1 0 0 1 0 0 0 0 0
266 2 0 0 0 0 0 2 0 0
267 2 0 0 0 0 0 2 0 0
269 2 0 0 2 0 0 0 0 0
272 1 0 0 0 0 0 1 0 0
273 1 0 0 0 0 0 1 0 0
275 1 0 0 1 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/string/../sysdeps/x86_64/multiarch/rawmemchr.c
fn=rawmemchr
31 1 0 0 1 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/string/../sysdeps/x86_64/multiarch/stpcpy.c
fn=stpcpy
33 1 0 0 1 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/string/../sysdeps/x86_64/multiarch/stpncpy.c
fn=stpncpy
31 1 1 0 1 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/string/../sysdeps/x86_64/multiarch/strcasecmp.c
fn=strcasecmp
31 1 1 1 1 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/string/../sysdeps/x86_64/multiarch/strcasecmp_l.c
fn=strcasecmp_l
31 1 0 0 1 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/string/../sysdeps/x86_64/multiarch/strcat.c
fn=strcat
29 1 0 0 1 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/string/../sysdeps/x86_64/multiarch/strchr-avx2.S
fn=__strchrnul_avx2
45 2 2 1 0 0 0 0 0 0
47 2 0 0 0 0 0 0 0 0
48 2 0 0 0 0 0 0 0 0
49 2 0 0 0 0 0 0 0 0
51 2 0 0 0 0 0 0 0 0
52 2 0 0 0 0 0 0 0 0
53 2 0 0 0 0 0 0 0 0
57 2 0 0 2 1 1 0 0 0
58 2 0 0 0 0 0 0 0 0
59 2 0 0 0 0 0 0 0 0
60 2 0 0 0 0 0 0 0 0
61 2 0 0 0 0 0 0 0 0
62 2 0 0 0 0 0 0 0 0
63 2 2 1 0 0 0 0 0 0
184 2 2 1 0 0 0 0 0 0
186 2 0 0 0 0 0 0 0 0
193 2 0 0 0 0 0 0 0 0
194 2 0 0 2 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/string/../sysdeps/x86_64/multiarch/strchr.c
fn=index
38 3 0 0 0 0 0 0 0 0
40 4 1 1 2 2 0 0 0 0
49 1 0 0 1 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/string/../sysdeps/x86_64/multiarch/strchrnul.c
fn=strchrnul
31 1 0 0 1 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/string/../sysdeps/x86_64/multiarch/strcmp.c
fn=strcmp
38 4 1 1 2 1 0 0 0 0
47 1 0 0 1 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/string/../sysdeps/x86_64/multiarch/strcpy.c
fn=strcpy
29 1 0 0 1 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/string/../sysdeps/x86_64/multiarch/strcspn.c
fn=strcspn
29 1 0 0 1 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/string/../sysdeps/x86_64/multiarch/strlen.c
fn=strlen
29 1 0 0 1 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/string/../sysdeps/x86_64/multiarch/strncase.c
fn=strncasecmp
31 1 1 1 1 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/string/../sysdeps/x86_64/multiarch/strncase_l.c
fn=strncasecmp_l
31 1 1 1 1 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/string/../sysdeps/x86_64/multiarch/strncmp.c
fn=strncmp
38 4 1 1 2 0 0 0 0 0
39 3 0 0 1 1 0 0 0 0
48 1 0 0 1 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/string/../sysdeps/x86_64/multiarch/strncpy.c
fn=strncpy
29 1 0 0 1 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/string/../sysdeps/x86_64/multiarch/strnlen.c
fn=strnlen
31 2 0 0 2 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/string/../sysdeps/x86_64/multiarch/strpbrk.c
fn=strpbrk
29 1 0 0 1 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/string/../sysdeps/x86_64/multiarch/strrchr-avx2.S
fn=__strrchr_avx2
43 1 1 1 0 0 0 0 0 0
44 1 0 0 0 0 0 0 0 0
46 1 0 0 0 0 0 0 0 0
47 1 0 0 0 0 0 0 0 0
50 1 0 0 0 0 0 0 0 0
51 1 0 0 0 0 0 0 0 0
52 1 0 0 0 0 0 0 0 0
85 1 1 1 0 0 0 0 0 0
86 1 0 0 0 0 0 0 0 0
87 1 0 0 1 1 0 0 0 0
88 1 0 0 0 0 0 0 0 0
89 1 1 1 0 0 0 0 0 0
90 1 0 0 0 0 0 0 0 0
91 1 0 0 0 0 0 0 0 0
92 1 0 0 0 0 0 0 0 0
93 1 0 0 0 0 0 0 0 0
94 1 0 0 0 0 0 0 0 0
97 1 0 0 0 0 0 0 0 0
98 1 0 0 0 0 0 0 0 0
100 1 0 0 0 0 0 0 0 0
101 1 0 0 0 0 0 0 0 0
103 1 0 0 0 0 0 0 0 0
116 1 1 1 1 1 1 0 0 0
117 1 0 0 0 0 0 0 0 0
118 1 0 0 0 0 0 0 0 0
119 1 0 0 0 0 0 0 0 0
120 1 0 0 0 0 0 0 0 0
121 1 0 0 0 0 0 0 0 0
122 1 0 0 0 0 0 0 0 0
123 1 0 0 0 0 0 0 0 0
155 1 1 1 0 0 0 0 0 0
156 1 0 0 0 0 0 0 0 0
175 1 1 1 0 0 0 0 0 0
176 1 0 0 0 0 0 0 0 0
177 1 0 0 0 0 0 0 0 0
192 1 0 0 0 0 0 0 0 0
193 1 0 0 0 0 0 0 0 0
194 1 0 0 0 0 0 0 0 0
195 1 0 0 0 0 0 0 0 0
196 1 0 0 0 0 0 0 0 0
198 1 1 1 0 0 0 0 0 0
199 1 0 0 0 0 0 0 0 0
200 1 0 0 0 0 0 0 0 0
201 1 0 0 0 0 0 0 0 0
202 1 0 0 1 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/string/../sysdeps/x86_64/multiarch/strrchr.c
fn=rindex
28 1 0 0 1 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/string/../sysdeps/x86_64/multiarch/strspn.c
fn=strspn
29 1 0 0 1 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/string/../sysdeps/x86_64/strcmp.S
fn=strcmp
144 230 139 1 0 0 0 0 0 0
145 230 0 0 0 0 0 0 0 0
147 230 0 0 0 0 0 0 0 0
148 230 0 0 0 0 0 0 0 0
169 230 0 0 0 0 0 0 0 0
170 230 0 0 0 0 0 0 0 0
171 149 0 0 0 0 0 0 0 0
172 149 0 0 0 0 0 0 0 0
173 127 0 0 127 53 10 0 0 0
174 127 0 0 127 71 1 0 0 0
175 127 0 0 127 1 0 0 0 0
176 127 0 0 127 1 0 0 0 0
197 127 0 0 0 0 0 0 0 0
198 127 0 0 0 0 0 0 0 0
199 127 0 0 0 0 0 0 0 0
200 127 0 0 0 0 0 0 0 0
201 127 0 0 0 0 0 0 0 0
202 127 16 0 0 0 0 0 0 0
203 127 0 0 0 0 0 0 0 0
208 6 0 0 0 0 0 0 0 0
209 6 0 0 0 0 0 0 0 0
218 109 15 1 0 0 0 0 0 0
219 109 0 0 0 0 0 0 0 0
220 109 0 0 0 0 0 0 0 0
221 109 0 0 0 0 0 0 0 0
222 109 0 0 0 0 0 0 0 0
223 109 0 0 0 0 0 0 0 0
224 109 0 0 0 0 0 0 0 0
225 109 0 0 0 0 0 0 0 0
226 46 0 0 0 0 0 0 0 0
227 27 0 0 0 0 0 0 0 0
228 27 0 0 0 0 0 0 0 0
229 27 0 0 0 0 0 0 0 0
231 46 0 0 0 0 0 0 0 0
232 46 0 0 0 0 0 0 0 0
233 46 17 1 0 0 0 0 0 0
234 46 0 0 46 31 2 0 0 0
235 46 0 0 0 0 0 0 0 0
236 46 0 0 0 0 0 0 0 0
246 63 8 0 63 63 0 0 0 0
247 63 0 0 0 0 0 0 0 0
248 63 0 0 0 0 0 0 0 0
250 63 0 0 63 0 0 0 0 0
256 63 0 0 0 0 0 0 0 0
257 63 0 0 0 0 0 0 0 0
258 63 0 0 0 0 0 0 0 0
259 63 0 0 0 0 0 0 0 0
260 63 0 0 0 0 0 0 0 0
265 63 0 0 0 0 0 0 0 0
267 63 0 0 0 0 0 0 0 0
268 63 1 1 0 0 0 0 0 0
269 126 0 0 0 0 0 0 0 0
277 63 0 0 63 29 0 0 0 0
278 63 0 0 63 0 0 0 0 0
281 63 0 0 0 0 0 0 0 0
282 63 0 0 0 0 0 0 0 0
283 63 0 0 0 0 0 0 0 0
284 63 0 0 0 0 0 0 0 0
285 63 0 0 0 0 0 0 0 0
286 63 0 0 0 0 0 0 0 0
571 2 2 1 0 0 0 0 0 0
572 2 0 0 2 2 0 0 0 0
573 2 0 0 2 2 0 0 0 0
574 2 0 0 0 0 0 0 0 0
575 2 2 1 0 0 0 0 0 0
577 2 0 0 0 0 0 0 0 0
578 2 0 0 0 0 0 0 0 0
579 2 0 0 0 0 0 0 0 0
580 2 0 0 0 0 0 0 0 0
581 2 0 0 0 0 0 0 0 0
582 2 0 0 0 0 0 0 0 0
583 2 0 0 0 0 0 0 0 0
584 2 0 0 2 0 0 0 0 0
588 2 0 0 0 0 0 0 0 0
589 2 0 0 0 0 0 0 0 0
590 2 0 0 0 0 0 0 0 0
596 2 0 0 0 0 0 0 0 0
597 2 0 0 0 0 0 0 0 0
598 4 2 1 0 0 0 0 0 0
602 2 0 0 0 0 0 0 0 0
603 2 0 0 0 0 0 0 0 0
606 2 0 0 2 2 1 0 0 0
607 2 0 0 2 0 0 0 0 0
608 2 0 0 0 0 0 0 0 0
611 2 0 0 0 0 0 0 0 0
612 2 0 0 0 0 0 0 0 0
613 2 0 0 0 0 0 0 0 0
619 2 0 0 0 0 0 0 0 0
620 2 0 0 0 0 0 0 0 0
621 2 2 1 0 0 0 0 0 0
622 2 0 0 0 0 0 0 0 0
623 2 0 0 0 0 0 0 0 0
624 2 0 0 0 0 0 0 0 0
696 1 1 1 0 0 0 0 0 0
697 1 0 0 1 1 0 0 0 0
698 1 0 0 1 1 0 0 0 0
699 1 0 0 0 0 0 0 0 0
700 1 1 1 0 0 0 0 0 0
702 1 0 0 0 0 0 0 0 0
703 1 0 0 0 0 0 0 0 0
704 1 0 0 0 0 0 0 0 0
705 1 0 0 0 0 0 0 0 0
706 1 0 0 0 0 0 0 0 0
707 1 0 0 0 0 0 0 0 0
708 1 0 0 0 0 0 0 0 0
709 1 0 0 1 0 0 0 0 0
713 1 0 0 0 0 0 0 0 0
714 1 0 0 0 0 0 0 0 0
715 1 0 0 0 0 0 0 0 0
721 1 0 0 0 0 0 0 0 0
722 1 0 0 0 0 0 0 0 0
723 2 1 1 0 0 0 0 0 0
727 1 0 0 0 0 0 0 0 0
728 1 0 0 0 0 0 0 0 0
731 1 0 0 1 0 0 0 0 0
732 1 0 0 1 1 0 0 0 0
733 1 0 0 0 0 0 0 0 0
736 1 0 0 0 0 0 0 0 0
737 1 0 0 0 0 0 0 0 0
738 1 0 0 0 0 0 0 0 0
744 1 0 0 0 0 0 0 0 0
745 1 0 0 0 0 0 0 0 0
746 1 1 1 0 0 0 0 0 0
747 1 0 0 0 0 0 0 0 0
748 1 0 0 0 0 0 0 0 0
749 1 0 0 0 0 0 0 0 0
821 3 3 1 0 0 0 0 0 0
822 3 0 0 3 3 0 0 0 0
823 3 0 0 3 3 0 0 0 0
824 3 0 0 0 0 0 0 0 0
825 3 3 1 0 0 0 0 0 0
827 3 0 0 0 0 0 0 0 0
828 3 0 0 0 0 0 0 0 0
829 3 0 0 0 0 0 0 0 0
830 3 0 0 0 0 0 0 0 0
831 3 0 0 0 0 0 0 0 0
832 3 0 0 0 0 0 0 0 0
833 3 0 0 0 0 0 0 0 0
834 3 0 0 3 0 0 0 0 0
838 3 0 0 0 0 0 0 0 0
839 3 0 0 0 0 0 0 0 0
840 3 0 0 0 0 0 0 0 0
846 3 0 0 0 0 0 0 0 0
847 3 0 0 0 0 0 0 0 0
848 6 3 1 0 0 0 0 0 0
852 3 0 0 0 0 0 0 0 0
853 3 0 0 0 0 0 0 0 0
856 3 0 0 3 2 0 0 0 0
857 3 0 0 3 1 1 0 0 0
858 3 0 0 0 0 0 0 0 0
861 3 0 0 0 0 0 0 0 0
862 3 0 0 0 0 0 0 0 0
863 3 0 0 0 0 0 0 0 0
869 3 0 0 0 0 0 0 0 0
870 3 0 0 0 0 0 0 0 0
871 3 3 1 0 0 0 0 0 0
872 3 0 0 0 0 0 0 0 0
873 3 0 0 0 0 0 0 0 0
874 3 0 0 0 0 0 0 0 0
946 2 2 1 0 0 0 0 0 0
947 2 0 0 2 1 0 0 0 0
948 2 0 0 2 1 0 0 0 0
949 2 0 0 0 0 0 0 0 0
950 2 2 1 0 0 0 0 0 0
952 2 0 0 0 0 0 0 0 0
953 2 0 0 0 0 0 0 0 0
954 2 0 0 0 0 0 0 0 0
955 2 0 0 0 0 0 0 0 0
956 2 0 0 0 0 0 0 0 0
957 2 0 0 0 0 0 0 0 0
958 2 0 0 0 0 0 0 0 0
959 1 0 0 1 0 0 0 0 0
963 1 0 0 0 0 0 0 0 0
964 1 0 0 0 0 0 0 0 0
965 1 0 0 0 0 0 0 0 0
971 1 0 0 0 0 0 0 0 0
972 1 0 0 0 0 0 0 0 0
973 2 1 1 0 0 0 0 0 0
977 1 0 0 0 0 0 0 0 0
978 1 0 0 0 0 0 0 0 0
981 1 0 0 1 0 0 0 0 0
982 1 0 0 1 1 0 0 0 0
983 1 0 0 0 0 0 0 0 0
986 1 0 0 0 0 0 0 0 0
987 1 0 0 0 0 0 0 0 0
988 1 0 0 0 0 0 0 0 0
994 1 0 0 0 0 0 0 0 0
995 1 0 0 0 0 0 0 0 0
996 1 1 1 0 0 0 0 0 0
997 1 0 0 0 0 0 0 0 0
998 1 0 0 0 0 0 0 0 0
999 1 0 0 0 0 0 0 0 0
1071 4 4 1 0 0 0 0 0 0
1072 4 0 0 4 0 0 0 0 0
1073 4 0 0 4 0 0 0 0 0
1074 4 0 0 0 0 0 0 0 0
1075 4 4 1 0 0 0 0 0 0
1077 4 0 0 0 0 0 0 0 0
1078 4 0 0 0 0 0 0 0 0
1079 4 0 0 0 0 0 0 0 0
1080 4 0 0 0 0 0 0 0 0
1081 4 0 0 0 0 0 0 0 0
1082 4 0 0 0 0 0 0 0 0
1083 4 0 0 0 0 0 0 0 0
1084 1 0 0 1 0 0 0 0 0
1088 1 0 0 0 0 0 0 0 0
1089 1 0 0 0 0 0 0 0 0
1090 1 0 0 0 0 0 0 0 0
1096 1 0 0 0 0 0 0 0 0
1097 1 0 0 0 0 0 0 0 0
1098 2 1 1 0 0 0 0 0 0
1102 1 0 0 0 0 0 0 0 0
1103 1 0 0 0 0 0 0 0 0
1106 1 0 0 1 0 0 0 0 0
1107 1 0 0 1 0 0 0 0 0
1108 1 0 0 0 0 0 0 0 0
1111 1 0 0 0 0 0 0 0 0
1112 1 0 0 0 0 0 0 0 0
1113 1 0 0 0 0 0 0 0 0
1119 1 0 0 0 0 0 0 0 0
1120 1 0 0 0 0 0 0 0 0
1121 1 1 1 0 0 0 0 0 0
1122 1 0 0 0 0 0 0 0 0
